﻿Iid,Measure Names,Measure Values
377,Avg. Amb O,6
377,Avg. Shar O,4.857142857
378,Avg. Attr O,6.555555556
378,Avg. Sinc O,7
378,Avg. Intel O,7.055555556
378,Avg. Fun O,6.411764706
378,Avg. Amb O,6.3125
378,Avg. Shar O,5.733333333
397,Avg. Attr O,5.722222222
397,Avg. Sinc O,7.722222222
397,Avg. Intel O,7.444444444
397,Avg. Fun O,5.5
397,Avg. Amb O,7.3125
397,Avg. Shar O,5.615384615
398,Avg. Attr O,7.111111111
398,Avg. Sinc O,7.333333333
398,Avg. Intel O,7.470588235
398,Avg. Fun O,8.352941176
398,Avg. Amb O,7.076923077
398,Avg. Shar O,6.6
399,Avg. Attr O,6.9
399,Avg. Sinc O,6.8
399,Avg. Intel O,7.4
399,Avg. Fun O,6.5
399,Avg. Amb O,7.625
399,Avg. Shar O,6
400,Avg. Attr O,7.111111111
400,Avg. Sinc O,7.666666667
400,Avg. Intel O,8.055555556
400,Avg. Fun O,7.176470588
400,Avg. Amb O,8.352941176
400,Avg. Shar O,6.916666667
401,Avg. Attr O,6.333333333
401,Avg. Sinc O,8.277777778
401,Avg. Intel O,8.222222222
401,Avg. Fun O,6.058823529
401,Avg. Amb O,8
401,Avg. Shar O,5.714285714
402,Avg. Attr O,5.111111111
402,Avg. Sinc O,8.333333333
402,Avg. Intel O,8.166666667
402,Avg. Fun O,6.555555556
402,Avg. Amb O,8.4375
402,Avg. Shar O,5
403,Avg. Attr O,4.888888889
403,Avg. Sinc O,8.166666667
403,Avg. Intel O,8.058823529
403,Avg. Fun O,6.058823529
403,Avg. Amb O,7
403,Avg. Shar O,4.692307692
404,Avg. Attr O,8.305555556
404,Avg. Sinc O,8.333333333
404,Avg. Intel O,7.764705882
404,Avg. Fun O,6.888888889
404,Avg. Amb O,7.357142857
404,Avg. Shar O,5.846153846
405,Avg. Attr O,5.388888889
405,Avg. Sinc O,8.333333333
405,Avg. Intel O,8.388888889
405,Avg. Fun O,6.722222222
405,Avg. Amb O,8.294117647
405,Avg. Shar O,6.214285714
406,Avg. Attr O,5.777777778
406,Avg. Sinc O,7.388888889
406,Avg. Intel O,8.058823529
406,Avg. Fun O,7.941176471
406,Avg. Amb O,8
406,Avg. Shar O,6.28125
407,Avg. Attr O,7.111111111
407,Avg. Sinc O,8.777777778
407,Avg. Intel O,8.111111111
407,Avg. Fun O,6.888888889
407,Avg. Amb O,7.4375
407,Avg. Shar O,7.533333333
408,Avg. Attr O,6.722222222
408,Avg. Sinc O,7.055555556
408,Avg. Intel O,6.888888889
408,Avg. Fun O,7
408,Avg. Amb O,7.222222222
408,Avg. Shar O,6.428571429
409,Avg. Attr O,6.833333333
409,Avg. Sinc O,8.411764706
409,Avg. Intel O,7.9375
409,Avg. Fun O,7.352941176
409,Avg. Amb O,7.384615385
409,Avg. Shar O,6.933333333
410,Avg. Attr O,7.222222222
410,Avg. Sinc O,8.055555556
410,Avg. Intel O,8.111111111
410,Avg. Fun O,7.647058824
410,Avg. Amb O,7.428571429
410,Avg. Shar O,6.928571429
411,Avg. Attr O,7.027777778
411,Avg. Sinc O,7.777777778
411,Avg. Intel O,8
411,Avg. Fun O,7.833333333
411,Avg. Amb O,8.266666667
411,Avg. Shar O,6.785714286
412,Avg. Attr O,5.722222222
412,Avg. Sinc O,7.444444444
412,Avg. Intel O,7.611111111
412,Avg. Fun O,6.705882353
412,Avg. Amb O,7.5
412,Avg. Shar O,5.583333333
413,Avg. Attr O,6.888888889
413,Avg. Sinc O,8.055555556
413,Avg. Intel O,7.944444444
413,Avg. Fun O,7
413,Avg. Amb O,7.6
413,Avg. Shar O,6.307692308
414,Avg. Attr O,6.470588235
414,Avg. Sinc O,7.470588235
414,Avg. Intel O,7.8125
414,Avg. Fun O,6.058823529
414,Avg. Amb O,7.823529412
414,Avg. Shar O,4.928571429
415,Avg. Attr O,3.9375
415,Avg. Sinc O,4.5625
415,Avg. Intel O,4.875
415,Avg. Fun O,3.875
415,Avg. Amb O,5.1875
415,Avg. Shar O,2.25
422,Avg. Attr O,6.5
422,Avg. Sinc O,8
422,Avg. Intel O,7.5
422,Avg. Fun O,7.333333333
422,Avg. Amb O,7.833333333
422,Avg. Shar O,5.833333333
423,Avg. Attr O,6.166666667
423,Avg. Sinc O,7.333333333
423,Avg. Intel O,7.333333333
423,Avg. Fun O,5.833333333
423,Avg. Amb O,7.166666667
423,Avg. Shar O,4.2
424,Avg. Attr O,5.166666667
424,Avg. Sinc O,8
424,Avg. Intel O,7.833333333
424,Avg. Fun O,6
424,Avg. Amb O,6.833333333
424,Avg. Shar O,5.4
425,Avg. Attr O,3.416666667
425,Avg. Sinc O,6.333333333
425,Avg. Intel O,7.416666667
425,Avg. Fun O,4.166666667
425,Avg. Amb O,7.833333333
425,Avg. Shar O,4.2
426,Avg. Attr O,3.5
426,Avg. Sinc O,4.166666667
426,Avg. Intel O,6.666666667
426,Avg. Fun O,4.833333333
426,Avg. Amb O,7.833333333
426,Avg. Shar O,3.5
427,Avg. Attr O,5.666666667
427,Avg. Sinc O,7.333333333
427,Avg. Intel O,7
427,Avg. Fun O,4.833333333
427,Avg. Amb O,6.333333333
427,Avg. Shar O,4.666666667
428,Avg. Attr O,6
428,Avg. Sinc O,7.5
428,Avg. Intel O,8.333333333
428,Avg. Fun O,6.833333333
428,Avg. Amb O,8.666666667
428,Avg. Shar O,6.666666667
429,Avg. Attr O,6.833333333
429,Avg. Sinc O,6.666666667
429,Avg. Intel O,6.833333333
429,Avg. Fun O,5.833333333
429,Avg. Amb O,7.833333333
429,Avg. Shar O,4
440,Avg. Attr O,8.4
440,Avg. Sinc O,8
440,Avg. Intel O,8.8
440,Avg. Fun O,8.1
440,Avg. Amb O,8.2
440,Avg. Shar O,7.111111111
441,Avg. Attr O,6.6
441,Avg. Sinc O,7
441,Avg. Intel O,7.4
441,Avg. Fun O,7.4
441,Avg. Amb O,7.4
441,Avg. Shar O,6.555555556
442,Avg. Attr O,6.1
442,Avg. Sinc O,7.9
442,Avg. Intel O,8.1
442,Avg. Fun O,6.1
442,Avg. Amb O,7.7
442,Avg. Shar O,4.5
443,Avg. Attr O,6.3
443,Avg. Sinc O,7.8
443,Avg. Intel O,8.3
443,Avg. Fun O,7.666666667
443,Avg. Amb O,8.2
443,Avg. Shar O,5.75
444,Avg. Attr O,8.4
444,Avg. Sinc O,7
444,Avg. Intel O,7.9
444,Avg. Fun O,7.5
444,Avg. Amb O,8.3
444,Avg. Shar O,5.2
445,Avg. Attr O,6.5
445,Avg. Sinc O,7
445,Avg. Intel O,7.6
445,Avg. Fun O,6.9
445,Avg. Amb O,7.5
445,Avg. Shar O,5.75
446,Avg. Attr O,6.1
446,Avg. Sinc O,7.3
446,Avg. Intel O,7.8
446,Avg. Fun O,5.8
446,Avg. Amb O,7
446,Avg. Shar O,5.444444444
447,Avg. Attr O,7.1
447,Avg. Sinc O,8.1
447,Avg. Intel O,8.4
447,Avg. Fun O,6.9
447,Avg. Amb O,8.4
447,Avg. Shar O,4.8
448,Avg. Attr O,7.9
448,Avg. Sinc O,6.3
448,Avg. Intel O,7.9
448,Avg. Fun O,7.9
448,Avg. Amb O,8.6
448,Avg. Shar O,5.5
449,Avg. Attr O,7.7
449,Avg. Sinc O,7.4
449,Avg. Intel O,8.3
449,Avg. Fun O,7.7
449,Avg. Amb O,8.3
449,Avg. Shar O,6.111111111
450,Avg. Attr O,5.6
450,Avg. Sinc O,7.3
450,Avg. Intel O,8.2
450,Avg. Fun O,7
450,Avg. Amb O,7.9
450,Avg. Shar O,5.5
451,Avg. Attr O,2.8
451,Avg. Sinc O,7.3
451,Avg. Intel O,8.3
451,Avg. Fun O,4.8
451,Avg. Amb O,8.1
451,Avg. Shar O,4.666666667
452,Avg. Attr O,4.2
452,Avg. Sinc O,7.2
452,Avg. Intel O,8.2
452,Avg. Fun O,7
452,Avg. Amb O,8
452,Avg. Shar O,4
453,Avg. Attr O,3.7
453,Avg. Sinc O,8.555555556
453,Avg. Intel O,8.666666667
453,Avg. Fun O,4.888888889
453,Avg. Amb O,8
453,Avg. Shar O,3.777777778
460,Avg. Attr O,7
460,Avg. Sinc O,8.5
460,Avg. Intel O,8
460,Avg. Fun O,6.833333333
460,Avg. Amb O,6.666666667
460,Avg. Shar O,6.166666667
461,Avg. Attr O,4.5
461,Avg. Sinc O,6.833333333
461,Avg. Intel O,7
461,Avg. Fun O,5.666666667
461,Avg. Amb O,7
461,Avg. Shar O,4
462,Avg. Attr O,4.166666667
462,Avg. Sinc O,8.333333333
462,Avg. Intel O,6.833333333
462,Avg. Fun O,4.666666667
462,Avg. Amb O,6.833333333
462,Avg. Shar O,3.666666667
463,Avg. Attr O,5.833333333
463,Avg. Sinc O,8.333333333
463,Avg. Intel O,8.333333333
463,Avg. Fun O,6.5
463,Avg. Amb O,7.333333333
463,Avg. Shar O,4.333333333
464,Avg. Attr O,7
464,Avg. Sinc O,7.166666667
464,Avg. Intel O,8.166666667
464,Avg. Fun O,7.833333333
464,Avg. Amb O,7.666666667
464,Avg. Shar O,5.333333333
465,Avg. Attr O,5.166666667
465,Avg. Sinc O,6.166666667
465,Avg. Intel O,5.5
465,Avg. Fun O,6
465,Avg. Amb O,3.8
465,Avg. Shar O,3.5
481,Avg. Attr O,6.4
481,Avg. Sinc O,6.733333333
481,Avg. Intel O,6.5
481,Avg. Fun O,5.133333333
481,Avg. Amb O,5.333333333
481,Avg. Shar O,5
482,Avg. Attr O,5.4
482,Avg. Sinc O,6.8
482,Avg. Intel O,7.266666667
482,Avg. Fun O,6.733333333
482,Avg. Amb O,7.916666667
482,Avg. Shar O,6.2
483,Avg. Attr O,5.866666667
483,Avg. Sinc O,5.866666667
483,Avg. Intel O,6.466666667
483,Avg. Fun O,7
483,Avg. Amb O,6.066666667
483,Avg. Shar O,5.571428571
484,Avg. Attr O,4.285714286
484,Avg. Sinc O,7.357142857
484,Avg. Intel O,8.071428571
484,Avg. Fun O,4.285714286
484,Avg. Amb O,6.642857143
484,Avg. Shar O,3.357142857
485,Avg. Attr O,4.266666667
485,Avg. Sinc O,6
485,Avg. Intel O,6
485,Avg. Fun O,4.533333333
485,Avg. Amb O,4.714285714
485,Avg. Shar O,4.6
486,Avg. Attr O,5.533333333
486,Avg. Sinc O,7.4
486,Avg. Intel O,8
486,Avg. Fun O,5.733333333
486,Avg. Amb O,7.333333333
486,Avg. Shar O,5.357142857
487,Avg. Attr O,3.666666667
487,Avg. Sinc O,6.857142857
487,Avg. Intel O,7.533333333
487,Avg. Fun O,3.666666667
487,Avg. Amb O,5.071428571
487,Avg. Shar O,3.4
488,Avg. Attr O,4.933333333
488,Avg. Sinc O,6
488,Avg. Intel O,6.666666667
488,Avg. Fun O,5.933333333
488,Avg. Amb O,6.733333333
488,Avg. Shar O,4.357142857
489,Avg. Attr O,7.466666667
489,Avg. Sinc O,6.866666667
489,Avg. Intel O,7
489,Avg. Fun O,7.133333333
489,Avg. Amb O,6.928571429
489,Avg. Shar O,6.285714286
490,Avg. Attr O,3.692307692
490,Avg. Sinc O,6.357142857
490,Avg. Intel O,7
490,Avg. Fun O,5.928571429
490,Avg. Amb O,6.307692308
490,Avg. Shar O,4.642857143
491,Avg. Attr O,7.666666667
491,Avg. Sinc O,6.733333333
491,Avg. Intel O,7.8
491,Avg. Fun O,7.6
491,Avg. Amb O,7.6
491,Avg. Shar O,6.071428571
492,Avg. Attr O,7.333333333
492,Avg. Sinc O,7.266666667
492,Avg. Intel O,7.866666667
492,Avg. Fun O,7.4
492,Avg. Amb O,7
492,Avg. Shar O,6.5
493,Avg. Attr O,7.285714286
493,Avg. Sinc O,7.571428571
493,Avg. Intel O,7.071428571
493,Avg. Fun O,7.285714286
493,Avg. Amb O,7.153846154
493,Avg. Shar O,6
494,Avg. Attr O,5.733333333
494,Avg. Sinc O,7.133333333
494,Avg. Intel O,7.533333333
494,Avg. Fun O,6.733333333
494,Avg. Amb O,6.428571429
494,Avg. Shar O,5.785714286
495,Avg. Attr O,4.8
495,Avg. Sinc O,5.533333333
495,Avg. Intel O,6.4
495,Avg. Fun O,7.071428571
495,Avg. Amb O,5.2
495,Avg. Shar O,4.769230769
502,Avg. Attr O,3.833333333
502,Avg. Sinc O,8
502,Avg. Intel O,6.666666667
502,Avg. Fun O,7.666666667
502,Avg. Amb O,7.333333333
502,Avg. Shar O,4
503,Avg. Attr O,2.333333333
503,Avg. Sinc O,5.666666667
503,Avg. Intel O,7.833333333
503,Avg. Fun O,5.166666667
503,Avg. Amb O,7.333333333
503,Avg. Shar O,4
504,Avg. Attr O,6.5
504,Avg. Sinc O,7
504,Avg. Intel O,7.5
504,Avg. Fun O,6.333333333
504,Avg. Amb O,6.833333333
504,Avg. Shar O,4.833333333
505,Avg. Attr O,6.5
505,Avg. Sinc O,7.2
505,Avg. Intel O,7.333333333
505,Avg. Fun O,5.5
505,Avg. Amb O,7.2
505,Avg. Shar O,4.333333333
506,Avg. Attr O,4.666666667
506,Avg. Sinc O,7
506,Avg. Intel O,7.833333333
506,Avg. Fun O,3.666666667
506,Avg. Amb O,7.833333333
506,Avg. Shar O,3.5
507,Avg. Attr O,6
507,Avg. Sinc O,8
507,Avg. Intel O,7.833333333
507,Avg. Fun O,7.666666667
507,Avg. Amb O,6.833333333
507,Avg. Shar O,6
508,Avg. Attr O,5.833333333
508,Avg. Sinc O,5.666666667
508,Avg. Intel O,6.833333333
508,Avg. Fun O,5.333333333
508,Avg. Amb O,6.5
508,Avg. Shar O,4.5
531,Avg. Attr O,4.454545455
531,Avg. Sinc O,7.045454545
531,Avg. Intel O,7.863636364
531,Avg. Fun O,5.272727273
531,Avg. Amb O,6.772727273
531,Avg. Shar O,4.619047619
532,Avg. Attr O,3.761904762
532,Avg. Sinc O,7.571428571
532,Avg. Intel O,7.380952381
532,Avg. Fun O,3.619047619
532,Avg. Amb O,6.333333333
532,Avg. Shar O,3.55
533,Avg. Attr O,5.714285714
533,Avg. Sinc O,5.952380952
533,Avg. Intel O,6.285714286
533,Avg. Fun O,5.19047619
533,Avg. Amb O,5.761904762
533,Avg. Shar O,4.35
534,Avg. Attr O,5.454545455
534,Avg. Sinc O,6.272727273
534,Avg. Intel O,6.681818182
534,Avg. Fun O,5.636363636
534,Avg. Amb O,6.318181818
534,Avg. Shar O,4.833333333
535,Avg. Attr O,6
535,Avg. Sinc O,6.181818182
535,Avg. Intel O,7.772727273
535,Avg. Fun O,6.454545455
535,Avg. Amb O,6.85
535,Avg. Shar O,5.19047619
536,Avg. Attr O,6.6
536,Avg. Sinc O,6.3
536,Avg. Intel O,6.5
536,Avg. Fun O,6.421052632
536,Avg. Amb O,6.473684211
536,Avg. Shar O,5.058823529
537,Avg. Attr O,6
537,Avg. Sinc O,5.904761905
537,Avg. Intel O,6.80952381
537,Avg. Fun O,6.5
537,Avg. Amb O,6.421052632
537,Avg. Shar O,5.611111111
538,Avg. Attr O,5.65
538,Avg. Sinc O,6.2
538,Avg. Intel O,6.85
538,Avg. Fun O,7.444444444
538,Avg. Amb O,6.733333333
538,Avg. Shar O,5.3125
539,Avg. Attr O,5
539,Avg. Sinc O,5.571428571
539,Avg. Intel O,6.761904762
539,Avg. Fun O,6.380952381
539,Avg. Amb O,6.65
539,Avg. Shar O,4.894736842
540,Avg. Attr O,4.2
540,Avg. Sinc O,6.75
540,Avg. Intel O,6.35
540,Avg. Fun O,5.6
540,Avg. Amb O,5.947368421
540,Avg. Shar O,4.263157895
541,Avg. Attr O,4.5
541,Avg. Sinc O,6.75
541,Avg. Intel O,7
541,Avg. Fun O,4.75
541,Avg. Amb O,6.3
541,Avg. Shar O,4.842105263
542,Avg. Attr O,5.047619048
542,Avg. Sinc O,5.904761905
542,Avg. Intel O,6.380952381
542,Avg. Fun O,5.19047619
542,Avg. Amb O,6.611111111
542,Avg. Shar O,4.166666667
543,Avg. Attr O,5.15
543,Avg. Sinc O,6.45
543,Avg. Intel O,6.8
543,Avg. Fun O,5.8
543,Avg. Amb O,6.052631579
543,Avg. Shar O,4.882352941
544,Avg. Attr O,4.9
544,Avg. Sinc O,6.25
544,Avg. Intel O,6.6
544,Avg. Fun O,5.7
544,Avg. Amb O,5.684210526
544,Avg. Shar O,4.333333333
545,Avg. Attr O,6
545,Avg. Sinc O,6.230769231
545,Avg. Intel O,6.076923077
545,Avg. Fun O,6.076923077
545,Avg. Amb O,6
545,Avg. Shar O,4.916666667
546,Avg. Attr O,7.380952381
546,Avg. Sinc O,6.380952381
546,Avg. Intel O,7.380952381
546,Avg. Fun O,7.047619048
546,Avg. Amb O,6.5
546,Avg. Shar O,5.705882353
547,Avg. Attr O,6.318181818
547,Avg. Sinc O,6.181818182
547,Avg. Intel O,7.045454545
547,Avg. Fun O,6.045454545
547,Avg. Amb O,6.272727273
547,Avg. Shar O,5.684210526
548,Avg. Attr O,6.857142857
548,Avg. Sinc O,5.80952381
548,Avg. Intel O,6.666666667
548,Avg. Fun O,5.714285714
548,Avg. Amb O,6.15
548,Avg. Shar O,4.45
549,Avg. Attr O,6.35
549,Avg. Sinc O,6.65
549,Avg. Intel O,6.85
549,Avg. Fun O,6.65
549,Avg. Amb O,6
549,Avg. Shar O,5.111111111
550,Avg. Attr O,5.136363636
550,Avg. Sinc O,5.818181818
550,Avg. Intel O,6.5
550,Avg. Fun O,5.272727273
550,Avg. Amb O,6.363636364
550,Avg. Shar O,4.19047619
551,Avg. Attr O,6.142857143
551,Avg. Sinc O,6.666666667
551,Avg. Intel O,6.761904762
551,Avg. Fun O,5.571428571
551,Avg. Amb O,6.238095238
551,Avg. Shar O,5.166666667
552,Avg. Attr O,7.3
552,Avg. Sinc O,5.85
552,Avg. Intel O,6.157894737
552,Avg. Fun O,5.75
552,Avg. Amb O,6.15
552,Avg. Shar O,5